New_Id,Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
SYD185,SYD185,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD186,SYD186,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD187,SYD187,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD188,SYD188,aac(3)-IIe,,,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD189,SYD189,aac(3)-IIe,,,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD190,SYD190,aac(3)-II_3neg,,,,,,,,blaDHA,,,blaIMP-4-like_13neg,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD191,SYD191,aac(3)-IIe,,aacA4GEN_1neg,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD192,SYD192,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD193,SYD193,,,,,,blaMIR,,,,,,,,,,,,,,,,,,
SYD194,SYD194,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD195,SYD195,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD196,SYD196,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
SYD197,SYD197,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD198,SYD198,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD199,SYD199,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD200,SYD200,,,,,,,,G1-240D,,,,,,blaNDM,,,,,,,,blaTEM-1-like,,
SYD201,SYD201,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD202,SYD202,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD203,SYD203,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD204,SYD204,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD205,SYD205,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD206,SYD206,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD207,SYD207,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD208,SYD208,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD209,SYD209,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD210,SYD210,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD211,SYD211,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD212,SYD212,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD213,SYD213,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD214,SYD214,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD215,SYD215,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD216,SYD216,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD217,SYD217,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD218,SYD218,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD219,SYD219,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD220,SYD220,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD221,SYD221,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD222,SYD222,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD223,SYD223,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD224,SYD224,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD225,SYD225,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD226,SYD226,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD227,SYD227,,,,aadB,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
SYD228,SYD228,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD229,SYD229,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD230,SYD230,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD231,SYD231,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD232,SYD232,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD233,SYD233,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_2G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD234,SYD234,,,,,,,,,,,,,,,,,,,,,,,,
SYD235,SYD235,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD236,SYD236,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD237,SYD237,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD238,SYD238,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,blaIMP-1579-like_13neg,,,,,,,,,,blaTEM_1CG,,
SYD239,SYD239,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD240,SYD240,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD241,SYD241,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD242,SYD242,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD243,SYD243,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD244,SYD244,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD245,SYD245,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD246,SYD246,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD247,SYD247,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD248,SYD248,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD249,SYD249,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD250,SYD250,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD251,SYD251,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD252,SYD252,aac(3)-IId,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD253,SYD253,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD254,SYD254,aac(3)-IIe,,,,,,,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD255,SYD255,aac(3)-IId,,aacA4notGEN_1neg,,,blaACT-7-like,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD256,SYD256,,,,aadB,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD257,SYD257,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD258,SYD258,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD259,SYD259,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD260,SYD260,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD261,SYD261,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD262,SYD262,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD263,SYD263,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD264,SYD264,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD265,SYD265,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD266,SYD266,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD267,SYD267,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD268,SYD268,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD269,SYD269,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD270,SYD270,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD271,SYD271,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD272,SYD272,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD273,SYD273,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD274,SYD274,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD275,SYD275,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD276,SYD276,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD277,SYD277,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD278,SYD278,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD279,SYD279,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD280,SYD280,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD281,SYD281,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD282,SYD282,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD283,SYD283,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD284,SYD284,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD285,SYD285,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD286,SYD286,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD287,SYD287,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD288,SYD288,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD289,SYD289,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD290,SYD290,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD291,SYD291,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD292,SYD292,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD293,SYD293,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD294,SYD294,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD295,SYD295,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD296,SYD296,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD297,SYD297,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD298,SYD298,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD299,SYD299,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD300,SYD300,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD301,SYD301,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
SYD302,SYD302,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD303,SYD303,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD304,SYD304,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD305,SYD305,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD306,SYD306,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD307,SYD307,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD308,SYD308,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD309,SYD309,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD310,SYD310,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD311,SYD311,,,,,,,,,,,,,,,,,,,,,,,,
SYD312,SYD312,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD313,SYD313,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD314,SYD314,aac(3)-IId,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD315,SYD315,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD316,SYD316,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD317,SYD317,aac(3)-IId,,,,,,blaCMY-2-like,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD318,SYD318,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD319,SYD319,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD320,SYD320,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD321,SYD321,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD322,SYD322,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,blaDHA,,,,,,,,,rmtB,,,,blaTEM-1-like,,
SYD323,SYD323,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD324,SYD324,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD325,SYD325,aac(3)-IIe,,,,,,,G1-240G,,,,,blaKPC,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD326,SYD326,,,,,,,,G1-240G,,,,,,,,,,,,rmtF,,,,
SYD327,SYD327,aac(3)-IId,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD328,SYD328,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD329,SYD329,aac(3)-IIe,,aacA4GEN_1neg,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD330,SYD330,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD331,SYD331,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD332,SYD332,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD333,SYD333,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,blaVIM-1-like
SYD334,SYD334,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,blaVIM-1-like
SYD335,SYD335,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD336,SYD336,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD337,SYD337,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD338,SYD338,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD339,SYD339,,,,,armA,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD340,SYD340,aac(3)-IIe,,,,,,,,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD341,SYD341,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD342,SYD342,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD343,SYD343,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD344,SYD344,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD401,SYD401,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD402,SYD402,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD403,SYD403,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD404,SYD404,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD405,SYD405,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD406,SYD406,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD407,SYD407,,,,,,,,,,,,,,,,,,,,,,,,
SYD408,SYD408,,,,,,,,,,,,,,,,,,,,,,,,
SYD409,SYD409,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD410,SYD410,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD411,SYD411,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD412,SYD412,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD413,SYD413,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD414,SYD414,,,,,,,,,,,,,,,,,,,,,,,,
SYD415,SYD415,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD416,SYD416,,,,,,,,,,,,,,,,,,,,,,,,
SYD417,SYD417,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD418,SYD418,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD419,SYD419,,,,,,,,,,,,,,,,,,,,,,,,
SYD420,SYD420,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD421,SYD421,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD422,SYD422,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD423,SYD423,,,,,,,,,,,,,,,,,,,,,,,,
SYD424,SYD424,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD425,SYD425,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD426,SYD426,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD427,SYD427,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD428,SYD428,,,,,,,,,,,,,,,,,,,,,,,,
SYD429,SYD429,,,,,,,,,,,,,,,,,,,,,,,,
SYD430,SYD430,,,,,,,,,,,,,,,,,,,,,,,,
SYD431,SYD431,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD432,SYD432,,,,,,,,,,,,,,,,,,,,,,,,
SYD433,SYD433,,,,,,,,,,,,,,,,,,,,,,,,
SYD434,SYD434,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD435,SYD435,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD436,SYD436,,,,,,,,,,,,,,,,,,,,,,,,
SYD437,SYD437,,,,,,,,,,,,,,,,,,,,,,,,
SYD438,SYD438,,,,,,,,,,,,,,,,,,,,,,,,
SYD439,SYD439,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD440,SYD440,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD441,SYD441,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD442,SYD442,,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD443,SYD443,,,,,,,,,,,,,,,,,,,,,,,,
SYD444,SYD444,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD445,SYD445,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD446,SYD446,,,,,,,,,,,,,,,,,,,,,,,,
SYD447,SYD447,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD448,SYD448,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD449,SYD449,,,,,,,,,,,,,,,,,,,,,,,,
SYD450,SYD450,,,,,,,,,,,,,,,,,,,,,,,,
SYD451,SYD451,,,,,,,,,,,,,,,,,,,,,,,,
SYD452,SYD452,,,,,,,,,,,,,,,,,,,,,,,,
SYD453,SYD453,,,,,,,,,,,,,,,,,,,,,,,,
SYD454,SYD454,,,,,,,,,,,,,,,,,,,,,,,,
SYD455,SYD455,,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD456,SYD456,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD457,SYD457,,,,,,,,,,,,,,,,,,,,,,,,
SYD458,SYD458,,,,,,,,,,,,,,,,,,,,,,,,
SYD459,SYD459,,,,,,,,,,,,,,,,,,,,,,,,
SYD460,SYD460,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD461,SYD461,,,,,,,,,,,,,,,,,,,,,,,,
SYD462,SYD462,,,,,,,,,,,,,,,,,,,,,,,,
SYD463,SYD463,,,,,,,,,,,,,,,,,,,,,,,,
SYD464,SYD464,,,,,,,,,,,,,,,,,,,,,,,,
SYD465,SYD465,,,,,,,,,,,,,,,,,,,,,,,,
SYD466,SYD466,,,,,,,,,,,,,,,,,,,,,,,,
SYD467,SYD467,,,,,,,,,,,,,,,,,,,,,,,,
SYD468,SYD468,,,,,,,,,,,,,,,,,,,,,,,,
SYD469,SYD469,,,,,,,,,,,,,,,,,,,,,,,,
SYD470,SYD470,,,,,,,,,,,,,,,,,,,,,,,,
SYD471,SYD471,,,,,,,,,,,,,,,,,,,,,,,,
SYD472,SYD472,,,,,,,,,,,,,,,,,,,,,,,,
SYD473,SYD473,,,,,,,,,,,,,,,,,,,,,,,,
SYD474,SYD474,,,,,,,,,,,,,,,,,,,,,,,,
SYD475,SYD475,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD476,SYD476,,,,,,,,,,,,,,,,,,,,,,,,
SYD477,SYD477,,,,,,,,,,,,,,,,,,,,,,,,
SYD478,SYD478,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD479,SYD479,,,,,,,,,,,,,,,,,,,,,,,,
SYD480,SYD480,,,,,,,,,,,,,,,,,,,,,,,,
SYD481,SYD481,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD482,SYD482,,,,,,,,,,,,,,,,,,,,,,,,
SYD483,SYD483,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD484,SYD484,,,,,,,,,,,,,,,,,,,,,,,,
SYD485,SYD485,,,,,,,,,,,,,,,,,,,,,,,,
SYD486,SYD486,,,,,,,,,,,,,,,,,,,,,,,,
SYD487,SYD487,,,,,,,,,,,,,,,,,,,,,,,,
SYD488,SYD488,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD489,SYD489,,,,,,,,,,,,,,,,,,,,,,,,
SYD490,SYD490,,,,,,,,,,,,,,,,,,,,,,,,
SYD491,SYD491,,,,,,,,,,,,,,,,,,,,,,,,
SYD492,SYD492,,,,,,,,,,,,,,,,,,,,,,,,
SYD493,SYD493,,,,,,,,,,,,,,,,,,,,,,,,
SYD494,SYD494,,,,,,,,,,,,,,,,,,,,,,,,
SYD495,SYD495,,,,,,,,,,,,,,,,,,,,,,,,
SYD496,SYD496,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD497,SYD497,,,,,,,,,,,,,,,,,,,,,,,,
SYD498,SYD498,,,,,,,,,,,,,,,,,,,,,,,,
SYD499,SYD499,,,,,,blaACT-7-like,,,,,,,,,,,,,,,,,,
SYD500,SYD500,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
VNM001,VNM1,aac(3)-IIe_3neg,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
VNM010,VNM10,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM100,VNM100,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM101,VNM101,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
