Sample Id,Site,Species,3GCR,GENR,Old_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
SYD275,Sydney,E. coli,R,R,SYD275,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD276,Sydney,E. coli,S,R,SYD276,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD277,Sydney,E. coli,S,R,SYD277,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD278,Sydney,E. coli,S,R,SYD278,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD279,Sydney,E. coli,S,R,SYD279,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD280,Sydney,E. coli,S,R,SYD280,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD281,Sydney,E. coli,R,R,SYD281,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD282,Sydney,E. coli,S,R,SYD282,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD283,Sydney,E. coli,S,R,SYD283,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD284,Sydney,E. coli,R,R,SYD284,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD285,Sydney,E. coli,R,R,SYD285,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD286,Sydney,E. coli,R,R,SYD286,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD287,Sydney,E. coli,S,R,SYD287,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD288,Sydney,E. coli,R,R,SYD288,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD289,Sydney,E. coli,R,R,SYD289,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD290,Sydney,E. coli,S,R,SYD290,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD291,Sydney,E. coli,R,R,SYD291,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD292,Sydney,E. coli,R,R,SYD292,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD293,Sydney,E. coli,S,R,SYD293,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD294,Sydney,E. coli,S,R,SYD294,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD295,Sydney,E. coli,S,R,SYD295,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD296,Sydney,E. coli,S,R,SYD296,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD297,Sydney,E. coli,R,R,SYD297,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD298,Sydney,E. coli,R,R,SYD298,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD299,Sydney,E. coli,R,R,SYD299,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD300,Sydney,E. coli,S,R,SYD300,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD301,Sydney,K. pneumoniae,S,R,SYD301,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,,,
SYD302,Sydney,K. pneumoniae,S,R,SYD302,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD303,Sydney,K. pneumoniae,S,R,SYD303,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD304,Sydney,K. pneumoniae,S,R,SYD304,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD305,Sydney,K. pneumoniae,R,R,SYD305,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD306,Sydney,K. pneumoniae,R,R,SYD306,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD307,Sydney,K. pneumoniae,R,R,SYD307,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD308,Sydney,K. pneumoniae,R,R,SYD308,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD309,Sydney,K. pneumoniae,R,R,SYD309,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD310,Sydney,K. pneumoniae,R,R,SYD310,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD311,Sydney,K. pneumoniae,R,S,SYD311,,,,,,,,,,,,,,,,,,,,,,,,
SYD312,Sydney,K. pneumoniae,R,R,SYD312,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD313,Sydney,K. pneumoniae,R,R,SYD313,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD314,Sydney,K. pneumoniae,R,R,SYD314,aac(3)-IId,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD315,Sydney,K. pneumoniae,R,R,SYD315,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD316,Sydney,K. pneumoniae,R,R,SYD316,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD317,Sydney,K. pneumoniae,R,R,SYD317,aac(3)-IId,,,,,,blaCMY-2-like,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD318,Sydney,K. pneumoniae,R,R,SYD318,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD319,Sydney,K. pneumoniae,R,R,SYD319,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD320,Sydney,K. pneumoniae,R,R,SYD320,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD321,Sydney,K. pneumoniae,R,R,SYD321,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD322,Sydney,K. pneumoniae,R,R,SYD322,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,blaDHA,,,,,,,,,rmtB,,,,blaTEM_1neg,,
SYD323,Sydney,K. pneumoniae,R,R,SYD323,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD324,Sydney,K. pneumoniae,R,R,SYD324,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD325,Sydney,K. pneumoniae,R,R,SYD325,aac(3)-IIe,,,,,,,G1-240G,,,,,blaKPC,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD326,Sydney,K. pneumoniae,R,R,SYD326,,,,,,,,G1-240G,,,,,,,,,,,,rmtF,,,,
SYD327,Sydney,K. pneumoniae,R,R,SYD327,aac(3)-IId,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD328,Sydney,K. pneumoniae,R,R,SYD328,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD329,Sydney,K. pneumoniae,R,R,SYD329,aac(3)-IIe,,aacA4GEN_1neg,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD330,Sydney,K. pneumoniae,R,R,SYD330,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD331,Sydney,K. pneumoniae,R,R,SYD331,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD332,Sydney,K. pneumoniae,R,R,SYD332,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD333,Sydney,K. pneumoniae,R,R,SYD333,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,blaVIM-1-like
SYD334,Sydney,K. pneumoniae,R,R,SYD334,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,blaVIM-1-like
SYD335,Sydney,K. pneumoniae,R,R,SYD335,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD336,Sydney,K. pneumoniae,R,R,SYD336,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD337,Sydney,K. pneumoniae,R,R,SYD337,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD338,Sydney,K. pneumoniae,R,R,SYD338,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD339,Sydney,K. pneumoniae,R,R,SYD339,,,,,armA,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD340,Sydney,K. pneumoniae,R,R,SYD340,aac(3)-IIe,,,,,,,,blaDHA,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD341,Sydney,K. pneumoniae,R,R,SYD341,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD342,Sydney,K. pneumoniae,R,R,SYD342,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD343,Sydney,K. pneumoniae,R,R,SYD343,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD344,Sydney,K. pneumoniae,R,R,SYD344,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
,,,,,SYD401,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD402,Sydney,E. coli,S,S,SYD402,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD403,Sydney,E. coli,S,S,SYD403,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD404,Sydney,E. coli,S,S,SYD404,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD405,Sydney,E. coli,S,S,SYD405,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD406,Sydney,E. coli,S,S,SYD406,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD407,Sydney,E. coli,S,S,SYD407,,,,,,,,,,,,,,,,,,,,,,,,
SYD408,Sydney,E. coli,S,S,SYD408,,,,,,,,,,,,,,,,,,,,,,,,
SYD409,Sydney,E. coli,S,S,SYD409,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD410,Sydney,E. coli,S,S,SYD410,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD411,Sydney,E. coli,S,S,SYD411,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD412,Sydney,E. coli,S,S,SYD412,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD413,Sydney,E. coli,S,S,SYD413,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD414,Sydney,E. coli,S,S,SYD414,,,,,,,,,,,,,,,,,,,,,,,,
SYD415,Sydney,E. coli,S,S,SYD415,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD416,Sydney,E. coli,S,S,SYD416,,,,,,,,,,,,,,,,,,,,,,,,
SYD417,Sydney,E. coli,S,S,SYD417,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD418,Sydney,E. coli,S,S,SYD418,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD419,Sydney,E. coli,S,S,SYD419,,,,,,,,,,,,,,,,,,,,,,,,
SYD420,Sydney,E. coli,S,S,SYD420,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD421,Sydney,E. coli,S,S,SYD421,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD422,Sydney,E. coli,S,S,SYD422,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD423,Sydney,E. coli,S,S,SYD423,,,,,,,,,,,,,,,,,,,,,,,,
SYD424,Sydney,E. coli,S,S,SYD424,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
,,,,,SYD425,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD426,Sydney,E. coli,S,S,SYD426,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD427,Sydney,E. coli,S,S,SYD427,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD428,Sydney,E. coli,S,S,SYD428,,,,,,,,,,,,,,,,,,,,,,,,
SYD429,Sydney,E. coli,S,S,SYD429,,,,,,,,,,,,,,,,,,,,,,,,
SYD430,Sydney,E. coli,S,S,SYD430,,,,,,,,,,,,,,,,,,,,,,,,
SYD431,Sydney,E. coli,S,S,SYD431,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD432,Sydney,E. coli,S,S,SYD432,,,,,,,,,,,,,,,,,,,,,,,,
SYD433,Sydney,E. coli,S,S,SYD433,,,,,,,,,,,,,,,,,,,,,,,,
SYD434,Sydney,E. coli,S,S,SYD434,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD435,Sydney,E. coli,S,S,SYD435,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD436,Sydney,E. coli,S,S,SYD436,,,,,,,,,,,,,,,,,,,,,,,,
SYD437,Sydney,E. coli,S,S,SYD437,,,,,,,,,,,,,,,,,,,,,,,,
SYD438,Sydney,E. coli,S,S,SYD438,,,,,,,,,,,,,,,,,,,,,,,,
SYD439,Sydney,E. coli,S,S,SYD439,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD440,Sydney,E. coli,S,S,SYD440,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD441,Sydney,E. coli,S,S,SYD441,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD442,Sydney,E. coli,S,S,SYD442,,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD443,Sydney,E. coli,S,S,SYD443,,,,,,,,,,,,,,,,,,,,,,,,
SYD444,Sydney,E. coli,S,S,SYD444,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD445,Sydney,E. coli,S,S,SYD445,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD446,Sydney,E. coli,S,S,SYD446,,,,,,,,,,,,,,,,,,,,,,,,
SYD447,Sydney,E. coli,S,S,SYD447,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD448,Sydney,E. coli,S,S,SYD448,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD449,Sydney,E. coli,S,S,SYD449,,,,,,,,,,,,,,,,,,,,,,,,
SYD450,Sydney,E. coli,S,S,SYD450,,,,,,,,,,,,,,,,,,,,,,,,
SYD451,Sydney,K. pneumoniae,S,S,SYD451,,,,,,,,,,,,,,,,,,,,,,,,
SYD452,Sydney,K. pneumoniae,S,S,SYD452,,,,,,,,,,,,,,,,,,,,,,,,
SYD453,Sydney,K. pneumoniae,S,S,SYD453,,,,,,,,,,,,,,,,,,,,,,,,
SYD454,Sydney,K. pneumoniae,S,S,SYD454,,,,,,,,,,,,,,,,,,,,,,,,
SYD455,Sydney,K. pneumoniae,S,S,SYD455,,,,,,,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD456,Sydney,K. pneumoniae,S,S,SYD456,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD457,Sydney,K. pneumoniae,S,S,SYD457,,,,,,,,,,,,,,,,,,,,,,,,
SYD458,Sydney,K. pneumoniae,S,S,SYD458,,,,,,,,,,,,,,,,,,,,,,,,
SYD459,Sydney,K. pneumoniae,S,S,SYD459,,,,,,,,,,,,,,,,,,,,,,,,
SYD460,Sydney,K. pneumoniae,S,S,SYD460,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD461,Sydney,K. pneumoniae,S,S,SYD461,,,,,,,,,,,,,,,,,,,,,,,,
SYD462,Sydney,K. pneumoniae,S,S,SYD462,,,,,,,,,,,,,,,,,,,,,,,,
SYD463,Sydney,K. pneumoniae,S,S,SYD463,,,,,,,,,,,,,,,,,,,,,,,,
SYD464,Sydney,K. pneumoniae,S,S,SYD464,,,,,,,,,,,,,,,,,,,,,,,,
SYD465,Sydney,K. pneumoniae,S,S,SYD465,,,,,,,,,,,,,,,,,,,,,,,,
SYD466,Sydney,K. pneumoniae,S,S,SYD466,,,,,,,,,,,,,,,,,,,,,,,,
SYD467,Sydney,K. pneumoniae,S,S,SYD467,,,,,,,,,,,,,,,,,,,,,,,,
SYD468,Sydney,K. pneumoniae,S,S,SYD468,,,,,,,,,,,,,,,,,,,,,,,,
SYD469,Sydney,K. pneumoniae,S,S,SYD469,,,,,,,,,,,,,,,,,,,,,,,,
SYD470,Sydney,K. pneumoniae,S,S,SYD470,,,,,,,,,,,,,,,,,,,,,,,,
SYD471,Sydney,K. pneumoniae,S,S,SYD471,,,,,,,,,,,,,,,,,,,,,,,,
SYD472,Sydney,K. pneumoniae,S,S,SYD472,,,,,,,,,,,,,,,,,,,,,,,,
SYD473,Sydney,K. pneumoniae,S,S,SYD473,,,,,,,,,,,,,,,,,,,,,,,,
SYD474,Sydney,K. pneumoniae,S,S,SYD474,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SYD475,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD476,Sydney,K. pneumoniae,S,S,SYD476,,,,,,,,,,,,,,,,,,,,,,,,
SYD477,Sydney,K. pneumoniae,S,S,SYD477,,,,,,,,,,,,,,,,,,,,,,,,
SYD478,Sydney,K. pneumoniae,S,S,SYD478,,,,,,,,,,,,,,,,,,,,,,,,
SYD479,Sydney,K. pneumoniae,S,S,SYD479,,,,,,,,,,,,,,,,,,,,,,,,
SYD480,Sydney,K. pneumoniae,S,S,SYD480,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SYD481,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD482,Sydney,K. pneumoniae,S,S,SYD482,,,,,,,,,,,,,,,,,,,,,,,,
SYD483,Sydney,K. pneumoniae,S,S,SYD483,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD484,Sydney,K. pneumoniae,S,S,SYD484,,,,,,,,,,,,,,,,,,,,,,,,
SYD485,Sydney,K. pneumoniae,S,S,SYD485,,,,,,,,,,,,,,,,,,,,,,,,
SYD486,Sydney,K. pneumoniae,S,S,SYD486,,,,,,,,,,,,,,,,,,,,,,,,
SYD487,Sydney,K. pneumoniae,S,S,SYD487,,,,,,,,,,,,,,,,,,,,,,,,
SYD488,Sydney,K. pneumoniae,S,S,SYD488,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD489,Sydney,K. pneumoniae,S,S,SYD489,,,,,,,,,,,,,,,,,,,,,,,,
SYD490,Sydney,K. pneumoniae,S,S,SYD490,,,,,,,,,,,,,,,,,,,,,,,,
SYD491,Sydney,K. pneumoniae,S,S,SYD491,,,,,,,,,,,,,,,,,,,,,,,,
SYD492,Sydney,K. pneumoniae,S,S,SYD492,,,,,,,,,,,,,,,,,,,,,,,,
SYD493,Sydney,K. pneumoniae,S,S,SYD493,,,,,,,,,,,,,,,,,,,,,,,,
SYD494,Sydney,K. pneumoniae,S,S,SYD494,,,,,,,,,,,,,,,,,,,,,,,,
SYD495,Sydney,K. pneumoniae,S,S,SYD495,,,,,,,,,,,,,,,,,,,,,,,,
SYD496,Sydney,K. pneumoniae,S,S,SYD496,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
SYD497,Sydney,K. pneumoniae,S,S,SYD497,,,,,,,,,,,,,,,,,,,,,,,,
SYD498,Sydney,K. pneumoniae,S,S,SYD498,,,,,,,,,,,,,,,,,,,,,,,,
SYD499,Sydney,K. pneumoniae,S,S,SYD499,,,,,,blaACT-7-like,,,,,,,,,,,,,,,,,,
SYD500,Sydney,K. pneumoniae,S,S,SYD500,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
VNM001,Vietnam,E. coli,R,,VNM001,aac(3)-IIe_3neg,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
VNM002,Vietnam,E. coli,R,,VNM002,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G+G9-240D_2pos_36neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM003,Vietnam,E. coli,R,,VNM003,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
VNM004,Vietnam,E. coli,R,,VNM004,negative,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
VNM005,Vietnam,E. coli,R,,VNM005,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
VNM006,Vietnam,E. coli,R,,VNM006,aac(3)-IIe_3neg,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
VNM007,Vietnam,E. coli,R,,VNM007,aac(3)-IIe_3neg,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
VNM008,Vietnam,E. coli,R,,VNM008,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM009,Vietnam,E. coli,R,,VNM009,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM010,Vietnam,E. coli,R,,VNM010,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM011,Vietnam,E. coli,R,,VNM011,aac(3)-IIe_3neg,,,,,,,G1_240G+G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
VNM012,Vietnam,E. coli,R,,VNM012,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
VNM013,Vietnam,E. coli,R,,VNM013,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,G9-240D_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
VNM014,Vietnam,E. coli,R,,VNM014,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
VNM015,Vietnam,E. coli,R,,VNM015,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM016,Vietnam,E. coli,R,,VNM016,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM017,Vietnam,E. coli,R,,VNM017,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM018,Vietnam,E. coli,R,,VNM018,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
VNM019,Vietnam,E. coli,R,,VNM019,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
VNM020,Vietnam,E. coli,R,,VNM020,aac(3)-IIe_3neg,,,,,,,G1-240G+G9-240G+D_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM021,Vietnam,E. coli,R,,VNM021,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM022,Vietnam,E. coli,R,,VNM022,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
VNM023,Vietnam,E. coli,R,,VNM023,aac(3)-II_3neg,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
VNM024,Vietnam,E. coli,R,,VNM024,aac(3)-IId,,,,,,blaCMY-2-like,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM025,Vietnam,E. coli,R,,VNM025,aac(3)-IIe,,,,,,,G1-240G+G9-240G_36neg,,,,,,,,,,,,,,blaTEM-1-like,,
VNM026,Vietnam,E. coli,R,,VNM026,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
VNM027,Vietnam,E. coli,R,,VNM027,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G+G9_4neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM028,Vietnam,E. coli,R,,VNM028,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM029,Vietnam,E. coli,R,,VNM029,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G+G9-240G+D_2pos,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM030,Vietnam,E. coli,R,,VNM030,negative,,,,,,,G1_240G+G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
VNM031,Vietnam,E. coli,R,,VNM031,aac(3)-IIe,,,,,,,G1-240G+G9_4neg,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM032,Vietnam,E. coli,R,,VNM032,aac(3)-IIe,,,,,,blaCMY-2-like,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
VNM033,Vietnam,E. coli,R,,VNM033,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM034,Vietnam,E. coli,R,,VNM034,,,,,,,,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
VNM035,Vietnam,E. coli,R,,VNM035,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM036,Vietnam,E. coli,R,,VNM036,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM037,Vietnam,E. coli,R,,VNM037,aac(3)-IId,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
VNM038,Vietnam,E. coli,R,,VNM038,aac(3)-IId,,,aadB,,,blaCMY-2-like,G1-240G+G9-240D,,,,,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM-1-like,,
