Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
SYD191,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,,,,,VIM-1-like,CMY-2-like,,,,,,,,aac(3)-IIe,,,aadB,,,,,
SYD192,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV ESBL,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD193,Sydney,K. pneumoniae,R,S,,,,,,,,,,,,,,,ACT-1-like,,,,,,,,,
SYD194,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,,,,,,,,,,,,,,
SYD195,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD196,Sydney,K. pneumoniae,R,S,,SHV-5/12-like,TEM-1-like,KPC,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
SYD197,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,,,,,,,,,,,,,,
SYD198,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,,,,,,,,,,,,,,
SYD199,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,,,,,,,,,,,,,,
SYD200,Sydney,K. pneumoniae,R,S,CTX-M group 1,SHV-1-like,TEM-1-like,,,NDM,,,,,,,,,,,,,,,,,,
SYD201,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD202,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD203,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD204,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD205,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD206,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD207,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD208,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD209,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD210,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD211,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD212,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD213,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD214,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD215,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD216,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD217,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD218,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD219,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD220,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD221,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD222,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD223,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD224,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD225,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD226,Sydney,E. coli,R,R,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,aac(3)-IId,,,,,,,,
SYD227,Sydney,E. coli,S,R,,,,,,,,,,,OXA-30,,,,,,,,aadB,,,,,
SYD228,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD229,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD230,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD231,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD232,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD233,Sydney,E. coli,R,R,CTX-M-9-like + CTX-M group 1,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD234,Sydney,E. coli,S,R,,,,,,,,,,,,,,,,,,,,,,,,
SYD235,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD236,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD237,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD238,Sydney,E. coli,R,R,,,TEM-1-like,,"IMP-1, -5, -7 or -9-like",,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD239,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD240,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD241,Sydney,E. coli,R,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD242,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD243,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD244,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD245,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD246,Sydney,E. coli,R,R,CTX-M-9-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD247,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD248,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD249,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD250,Sydney,E. coli,R,R,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD251,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD252,Sydney,E. coli,R,R,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
SYD253,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD254,Sydney,E. coli,R,R,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD255,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,ACT-7-like,aac(3)-IId,,,,,,,,
SYD256,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,aadB,,,,,
SYD257,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD258,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD259,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD260,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD261,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD262,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD263,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD264,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD265,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD266,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD267,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD268,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD269,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD270,Sydney,E. coli,R,R,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,aac(3)-IId,,,,,,,,
SYD271,Sydney,E. coli,S,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD272,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD273,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD274,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD275,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD276,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD277,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD278,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD279,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD280,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD281,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD282,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD283,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD284,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD285,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD286,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD287,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD288,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD289,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD290,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD291,Sydney,E. coli,R,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD292,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD293,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD294,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD295,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD296,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD297,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,check aacA4,,,,,,,
SYD298,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD299,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD300,Sydney,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD301,Sydney,K. pneumoniae,S,R,,SHV-1-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD302,Sydney,K. pneumoniae,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD303,Sydney,K. pneumoniae,S,R,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD304,Sydney,K. pneumoniae,S,R,,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (A),,,,,,,
SYD305,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD306,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD307,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD308,Sydney,K. pneumoniae,R,R,CTX-M-9-like,,TEM-1-like,,,,,,DHA,,,,,,,aac(3)-IId,,,,,,,,
SYD309,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Gen) and aacA4 cr (A),,,,,,,
SYD310,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,,,,,,aac(3)-IId,,,,,,,,
SYD311,Sydney,K. pneumoniae,R,S,,SHV ESBL,,,,,,,,,,,,,,,,,,,,,,
SYD312,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD313,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD314,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD315,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD316,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV ESBL,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD317,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (A),,,,,,,
SYD318,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD319,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD320,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Gen) and aacA4 cr (A),,,,,,,
SYD321,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD322,Sydney,K. pneumoniae,R,R,CTX-M-9-like,2 x SHV ESBL,TEM-1-like,,,,,,DHA,,,,,,,aac(3)-IId,,,,,rmtB,,,
SYD323,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD324,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD325,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD326,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,,aacA4 (Gen),,,,,,rmtF,
SYD327,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD328,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD329,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,DHA,,,,,,,aac(3)-IIe,,,,,,,,
SYD330,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD331,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD332,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD333,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD334,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD335,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD336,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD337,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD338,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD339,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,armA,,,,
SYD340,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,DHA,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (A),,,,,,,
SYD341,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Gen) and aacA4 cr (A),,,,,,,
SYD342,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD343,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD344,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
SYD402,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD403,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD404,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD405,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD406,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD407,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD408,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD409,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD410,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD411,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD412,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD413,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD414,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD415,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD416,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD417,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD418,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD419,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD420,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD421,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD422,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD423,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD424,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD426,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD427,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD428,Sydney,E. coli,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD429,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD430,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD431,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD432,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD433,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD434,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD435,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD436,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD437,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD438,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD439,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD440,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD441,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD442,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD443,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD444,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD445,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD446,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD447,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD448,Sydney,E. coli,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD449,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD450,Sydney,E. coli,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD451,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD452,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD453,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD454,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD455,Sydney,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD456,Sydney,K. pneumoniae,S,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD457,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD458,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD459,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD460,Sydney,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD461,Sydney,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD462,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD463,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD464,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD465,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD466,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD467,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD468,Sydney,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
